train_speed,speed_limit,distance,braking_distance,signal_status,direction,risk_score,risk_level
40,120,1242,151,YELLOW,EAST,10,SAFE
60,90,1875,753,RED,EAST,30,MEDIUM
43,110,1968,376,GREEN,SOUTH,0,SAFE
69,120,358,479,RED,EAST,70,HIGH
61,80,1734,591,RED,SOUTH,30,MEDIUM
58,80,1529,300,GREEN,SOUTH,0,SAFE
111,100,258,558,RED,EAST,100,HIGH
58,120,1492,522,GREEN,WEST,0,SAFE
56,80,1648,164,RED,WEST,30,MEDIUM
77,110,790,537,RED,SOUTH,30,MEDIUM
89,90,1052,127,GREEN,NORTH,0,SAFE
78,120,1757,186,YELLOW,WEST,10,SAFE
119,80,550,591,GREEN,NORTH,70,HIGH
100,90,1285,385,YELLOW,SOUTH,40,MEDIUM
106,90,655,416,GREEN,SOUTH,30,MEDIUM
124,110,1094,161,YELLOW,EAST,40,MEDIUM
123,120,1323,456,GREEN,WEST,30,MEDIUM
53,100,1437,790,RED,WEST,30,MEDIUM
54,80,907,408,YELLOW,SOUTH,10,SAFE
61,120,407,785,GREEN,WEST,40,MEDIUM
127,100,1643,708,GREEN,WEST,30,MEDIUM
108,90,1752,734,GREEN,NORTH,30,MEDIUM
126,100,1510,657,RED,EAST,60,MEDIUM
114,120,341,356,RED,SOUTH,70,HIGH
66,100,596,670,RED,SOUTH,70,HIGH
125,90,420,784,GREEN,WEST,70,HIGH
121,80,1092,257,RED,NORTH,60,MEDIUM
75,110,1167,412,YELLOW,SOUTH,10,SAFE
97,80,1384,542,GREEN,EAST,30,MEDIUM
41,90,157,536,RED,SOUTH,70,HIGH
75,110,624,257,YELLOW,SOUTH,10,SAFE
44,100,600,720,RED,NORTH,70,HIGH
86,120,963,398,GREEN,NORTH,0,SAFE
42,80,337,747,GREEN,EAST,40,MEDIUM
67,120,115,622,GREEN,EAST,40,MEDIUM
85,90,1018,110,GREEN,WEST,0,SAFE
130,120,704,258,GREEN,SOUTH,30,MEDIUM
128,100,910,679,RED,WEST,60,MEDIUM
62,100,237,106,GREEN,SOUTH,0,SAFE
70,100,551,392,RED,NORTH,30,MEDIUM
102,100,364,132,YELLOW,WEST,40,MEDIUM
122,100,377,524,GREEN,SOUTH,70,HIGH
101,100,690,794,YELLOW,WEST,80,HIGH
43,110,987,216,RED,NORTH,30,MEDIUM
72,90,1409,356,GREEN,WEST,0,SAFE
109,110,1699,444,RED,EAST,30,MEDIUM
100,110,1209,393,GREEN,SOUTH,0,SAFE
40,110,1169,481,RED,SOUTH,30,MEDIUM
89,100,1434,347,GREEN,SOUTH,0,SAFE
42,100,1751,184,GREEN,WEST,0,SAFE
57,120,1269,125,GREEN,WEST,0,SAFE
100,100,480,588,RED,NORTH,70,HIGH
97,120,130,139,YELLOW,SOUTH,50,MEDIUM
54,100,170,678,YELLOW,EAST,50,MEDIUM
124,100,1910,700,YELLOW,EAST,40,MEDIUM
97,80,1242,445,GREEN,WEST,30,MEDIUM
126,80,716,417,RED,WEST,60,MEDIUM
129,100,488,516,GREEN,SOUTH,70,HIGH
95,80,1831,309,RED,SOUTH,60,MEDIUM
65,80,635,381,GREEN,EAST,0,SAFE
83,100,1563,366,RED,WEST,30,MEDIUM
45,90,614,475,YELLOW,EAST,10,SAFE
48,110,122,421,RED,EAST,70,HIGH
93,110,1208,743,YELLOW,EAST,10,SAFE
49,90,1317,140,YELLOW,WEST,10,SAFE
49,110,824,371,YELLOW,EAST,10,SAFE
93,110,1486,343,RED,WEST,30,MEDIUM
99,90,349,533,RED,WEST,100,HIGH
44,110,753,466,YELLOW,EAST,10,SAFE
69,90,968,242,RED,SOUTH,30,MEDIUM
81,120,447,266,RED,EAST,30,MEDIUM
72,100,274,294,YELLOW,NORTH,50,MEDIUM
44,90,645,562,RED,NORTH,30,MEDIUM
70,120,1439,796,YELLOW,WEST,10,SAFE
116,120,883,248,RED,SOUTH,30,MEDIUM
47,80,667,362,YELLOW,NORTH,10,SAFE
81,120,1042,105,GREEN,SOUTH,0,SAFE
127,100,1059,602,GREEN,SOUTH,30,MEDIUM
81,110,1238,792,YELLOW,EAST,10,SAFE
45,90,1566,110,RED,SOUTH,30,MEDIUM
41,80,1197,513,YELLOW,NORTH,10,SAFE
126,100,1801,235,RED,NORTH,60,MEDIUM
78,120,1892,336,GREEN,SOUTH,0,SAFE
96,90,701,475,GREEN,EAST,30,MEDIUM
82,100,437,549,RED,NORTH,70,HIGH
59,120,1512,575,GREEN,EAST,0,SAFE
115,90,1756,779,RED,EAST,60,MEDIUM
54,100,1790,314,GREEN,SOUTH,0,SAFE
79,110,791,449,GREEN,NORTH,0,SAFE
100,90,1048,512,YELLOW,EAST,40,MEDIUM
110,120,643,691,RED,NORTH,70,HIGH
95,100,720,557,YELLOW,SOUTH,10,SAFE
66,90,1690,111,YELLOW,SOUTH,10,SAFE
124,120,1268,579,GREEN,NORTH,30,MEDIUM
45,90,1894,647,YELLOW,WEST,10,SAFE
73,120,1934,112,RED,WEST,30,MEDIUM
106,100,1635,136,GREEN,NORTH,30,MEDIUM
97,90,1843,419,YELLOW,WEST,40,MEDIUM
118,120,401,636,YELLOW,EAST,50,MEDIUM
122,120,1882,212,GREEN,SOUTH,30,MEDIUM
87,90,405,591,RED,EAST,70,HIGH
45,80,1682,757,RED,EAST,30,MEDIUM
92,110,1658,367,YELLOW,SOUTH,10,SAFE
76,100,111,567,GREEN,EAST,40,MEDIUM
77,80,745,485,YELLOW,EAST,10,SAFE
60,80,1297,191,GREEN,WEST,0,SAFE
127,80,661,494,RED,EAST,60,MEDIUM
120,90,608,734,RED,SOUTH,100,HIGH
73,80,111,141,RED,NORTH,70,HIGH
77,110,1564,650,GREEN,EAST,0,SAFE
83,110,1193,598,YELLOW,SOUTH,10,SAFE
67,90,1324,549,RED,WEST,30,MEDIUM
65,100,704,162,GREEN,WEST,0,SAFE
51,100,275,239,YELLOW,WEST,10,SAFE
43,90,181,779,YELLOW,NORTH,50,MEDIUM
119,80,507,726,RED,SOUTH,100,HIGH
73,100,529,786,RED,NORTH,70,HIGH
62,120,622,285,RED,WEST,30,MEDIUM
103,120,1115,306,GREEN,NORTH,0,SAFE
95,100,141,220,RED,SOUTH,70,HIGH
119,90,863,376,GREEN,NORTH,30,MEDIUM
114,100,1503,416,RED,NORTH,60,MEDIUM
45,80,1421,782,RED,SOUTH,30,MEDIUM
99,100,415,457,YELLOW,NORTH,50,MEDIUM
121,90,1131,591,GREEN,SOUTH,30,MEDIUM
76,120,666,497,RED,SOUTH,30,MEDIUM
99,120,989,707,RED,NORTH,30,MEDIUM
68,90,1950,528,RED,SOUTH,30,MEDIUM
106,100,286,565,RED,WEST,100,HIGH
128,120,649,396,RED,WEST,60,MEDIUM
98,120,658,458,RED,EAST,30,MEDIUM
77,80,1831,450,GREEN,WEST,0,SAFE
110,90,1907,207,YELLOW,NORTH,40,MEDIUM
110,90,963,781,RED,EAST,60,MEDIUM
57,120,1311,308,GREEN,EAST,0,SAFE
68,110,1834,658,RED,EAST,30,MEDIUM
62,90,1337,113,YELLOW,NORTH,10,SAFE
99,110,1883,570,GREEN,SOUTH,0,SAFE
70,100,211,358,GREEN,SOUTH,40,MEDIUM
62,80,1354,754,RED,NORTH,30,MEDIUM
65,120,1742,416,GREEN,EAST,0,SAFE
108,90,1659,660,YELLOW,EAST,40,MEDIUM
95,80,510,651,RED,NORTH,100,HIGH
125,80,166,698,YELLOW,NORTH,80,HIGH
107,110,840,408,RED,EAST,30,MEDIUM
102,100,1203,434,YELLOW,WEST,40,MEDIUM
124,80,548,482,RED,NORTH,60,MEDIUM
125,80,1840,249,GREEN,NORTH,30,MEDIUM
125,90,1804,262,YELLOW,SOUTH,40,MEDIUM
75,110,1703,426,RED,WEST,30,MEDIUM
99,120,1612,749,GREEN,EAST,0,SAFE
109,110,1032,517,YELLOW,NORTH,10,SAFE
124,110,1859,335,GREEN,SOUTH,30,MEDIUM
97,110,1425,400,YELLOW,SOUTH,10,SAFE
49,90,1902,710,GREEN,EAST,0,SAFE
46,100,633,490,RED,NORTH,30,MEDIUM
120,110,155,482,RED,SOUTH,100,HIGH
43,80,553,279,GREEN,WEST,0,SAFE
63,90,1571,275,YELLOW,NORTH,10,SAFE
58,90,1984,454,RED,WEST,30,MEDIUM
119,90,857,261,YELLOW,NORTH,40,MEDIUM
130,120,1559,388,YELLOW,WEST,40,MEDIUM
103,100,1658,683,YELLOW,EAST,40,MEDIUM
64,120,726,457,RED,WEST,30,MEDIUM
110,120,778,241,GREEN,SOUTH,0,SAFE
68,100,1927,618,YELLOW,EAST,10,SAFE
112,80,695,473,GREEN,NORTH,30,MEDIUM
93,110,1223,755,YELLOW,WEST,10,SAFE
103,90,680,144,GREEN,WEST,30,MEDIUM
56,100,386,710,RED,EAST,70,HIGH
114,110,181,777,GREEN,EAST,70,HIGH
93,120,1586,384,RED,NORTH,30,MEDIUM
68,110,548,161,GREEN,NORTH,0,SAFE
119,120,1129,533,RED,NORTH,30,MEDIUM
121,90,219,375,YELLOW,SOUTH,80,HIGH
107,110,1814,482,RED,EAST,30,MEDIUM
119,110,408,348,RED,EAST,60,MEDIUM
62,100,1049,757,YELLOW,EAST,10,SAFE
106,110,1478,387,YELLOW,WEST,10,SAFE
91,100,1180,242,GREEN,SOUTH,0,SAFE
45,100,376,542,GREEN,EAST,40,MEDIUM
108,110,107,782,YELLOW,EAST,50,MEDIUM
41,100,845,232,GREEN,NORTH,0,SAFE
55,110,999,533,GREEN,WEST,0,SAFE
122,110,1419,496,GREEN,NORTH,30,MEDIUM
76,110,103,228,GREEN,EAST,40,MEDIUM
55,110,1207,756,GREEN,SOUTH,0,SAFE
68,90,1860,356,YELLOW,WEST,10,SAFE
80,90,1635,467,RED,SOUTH,30,MEDIUM
65,80,1275,526,GREEN,EAST,0,SAFE
56,100,1031,560,RED,NORTH,30,MEDIUM
105,110,1683,235,YELLOW,SOUTH,10,SAFE
113,90,1041,718,GREEN,NORTH,30,MEDIUM
87,120,662,287,YELLOW,EAST,10,SAFE
79,120,1464,508,GREEN,EAST,0,SAFE
113,100,1048,389,YELLOW,SOUTH,40,MEDIUM
48,100,1675,671,YELLOW,SOUTH,10,SAFE
70,110,729,396,GREEN,NORTH,0,SAFE
96,110,792,180,RED,EAST,30,MEDIUM
98,110,1448,226,RED,SOUTH,30,MEDIUM
76,120,1619,360,YELLOW,NORTH,10,SAFE
106,110,1535,262,YELLOW,SOUTH,10,SAFE
62,100,1067,202,GREEN,NORTH,0,SAFE
68,100,1478,530,YELLOW,NORTH,10,SAFE
99,120,187,800,GREEN,WEST,40,MEDIUM
58,120,139,118,YELLOW,NORTH,10,SAFE
90,100,786,767,GREEN,NORTH,0,SAFE
101,110,1267,448,GREEN,WEST,0,SAFE
53,90,721,284,GREEN,SOUTH,0,SAFE
71,80,528,284,YELLOW,WEST,10,SAFE
79,100,1635,767,RED,EAST,30,MEDIUM
105,110,1223,472,GREEN,WEST,0,SAFE
58,120,1118,461,RED,EAST,30,MEDIUM
56,100,278,402,GREEN,NORTH,40,MEDIUM
41,110,360,396,RED,SOUTH,70,HIGH
57,80,102,777,YELLOW,SOUTH,50,MEDIUM
57,100,135,132,RED,EAST,30,MEDIUM
41,110,1599,537,YELLOW,EAST,10,SAFE
99,120,637,516,YELLOW,NORTH,10,SAFE
49,120,136,317,GREEN,WEST,40,MEDIUM
90,80,349,106,GREEN,SOUTH,30,MEDIUM
80,110,1368,483,YELLOW,EAST,10,SAFE
112,90,364,134,YELLOW,EAST,40,MEDIUM
128,80,212,150,RED,NORTH,60,MEDIUM
67,80,1070,731,RED,EAST,30,MEDIUM
118,90,186,383,GREEN,EAST,70,HIGH
41,110,1710,516,YELLOW,WEST,10,SAFE
97,90,1815,278,YELLOW,SOUTH,40,MEDIUM
109,120,1346,656,RED,EAST,30,MEDIUM
82,80,1082,176,GREEN,EAST,30,MEDIUM
70,90,332,406,YELLOW,EAST,50,MEDIUM
47,120,904,398,RED,WEST,30,MEDIUM
115,110,666,686,YELLOW,NORTH,80,HIGH
74,90,1634,154,RED,NORTH,30,MEDIUM
69,90,781,388,YELLOW,SOUTH,10,SAFE
99,80,622,372,YELLOW,SOUTH,40,MEDIUM
127,90,238,248,GREEN,NORTH,70,HIGH
89,100,997,178,GREEN,EAST,0,SAFE
40,90,234,613,RED,NORTH,70,HIGH
105,80,1854,365,RED,EAST,60,MEDIUM
107,90,1563,622,RED,EAST,60,MEDIUM
119,110,1745,773,GREEN,SOUTH,30,MEDIUM
70,90,619,101,YELLOW,EAST,10,SAFE
91,90,300,336,YELLOW,NORTH,80,HIGH
64,90,535,355,GREEN,NORTH,0,SAFE
111,80,1116,307,GREEN,SOUTH,30,MEDIUM
125,90,736,181,YELLOW,EAST,40,MEDIUM
41,120,202,714,GREEN,NORTH,40,MEDIUM
42,80,1234,708,YELLOW,NORTH,10,SAFE
90,100,233,700,RED,EAST,70,HIGH
86,90,1986,128,YELLOW,NORTH,10,SAFE
77,90,1430,101,RED,WEST,30,MEDIUM
48,120,863,747,GREEN,NORTH,0,SAFE
71,100,669,677,GREEN,EAST,40,MEDIUM
59,100,1605,352,GREEN,EAST,0,SAFE
120,100,261,126,GREEN,WEST,30,MEDIUM
42,90,1864,278,RED,SOUTH,30,MEDIUM
77,100,1268,616,YELLOW,NORTH,10,SAFE
87,100,1906,568,GREEN,SOUTH,0,SAFE
49,80,1594,363,YELLOW,WEST,10,SAFE
125,90,1194,384,YELLOW,NORTH,40,MEDIUM
60,90,753,558,RED,NORTH,30,MEDIUM
93,120,884,593,YELLOW,EAST,10,SAFE
94,120,687,495,YELLOW,SOUTH,10,SAFE
106,90,347,152,RED,WEST,60,MEDIUM
123,80,609,772,YELLOW,WEST,80,HIGH
128,110,1986,103,GREEN,EAST,30,MEDIUM
73,90,1396,511,RED,NORTH,30,MEDIUM
97,90,513,154,YELLOW,EAST,40,MEDIUM
66,110,321,401,GREEN,WEST,40,MEDIUM
73,120,355,515,YELLOW,NORTH,50,MEDIUM
101,100,1660,205,RED,SOUTH,60,MEDIUM
87,80,1075,257,RED,EAST,60,MEDIUM
95,90,855,226,RED,EAST,60,MEDIUM
51,80,100,153,GREEN,SOUTH,40,MEDIUM
41,110,273,272,YELLOW,EAST,10,SAFE
105,80,576,544,RED,SOUTH,60,MEDIUM
70,80,772,724,YELLOW,NORTH,10,SAFE
92,90,759,506,RED,SOUTH,60,MEDIUM
119,100,813,495,RED,EAST,60,MEDIUM
118,120,1748,256,YELLOW,NORTH,10,SAFE
93,100,1917,675,YELLOW,SOUTH,10,SAFE
128,120,113,318,RED,NORTH,100,HIGH
63,110,745,328,RED,EAST,30,MEDIUM
115,120,1965,339,GREEN,SOUTH,0,SAFE
128,100,114,371,RED,WEST,100,HIGH
61,120,687,796,GREEN,NORTH,40,MEDIUM
96,110,554,713,GREEN,EAST,40,MEDIUM
119,120,1531,179,RED,NORTH,30,MEDIUM
100,90,1840,395,YELLOW,WEST,40,MEDIUM
86,90,1358,554,RED,NORTH,30,MEDIUM
113,80,1209,313,GREEN,EAST,30,MEDIUM
44,90,1636,576,RED,EAST,30,MEDIUM
57,100,512,251,RED,EAST,30,MEDIUM
90,110,1472,638,YELLOW,EAST,10,SAFE
79,90,487,462,RED,WEST,30,MEDIUM
96,110,483,439,RED,SOUTH,30,MEDIUM
120,110,1362,600,YELLOW,NORTH,40,MEDIUM
84,110,548,461,YELLOW,NORTH,10,SAFE
79,120,558,370,RED,WEST,30,MEDIUM
116,120,1335,523,GREEN,NORTH,0,SAFE
63,110,1430,128,RED,SOUTH,30,MEDIUM
125,100,280,730,GREEN,EAST,70,HIGH
122,110,1646,576,GREEN,SOUTH,30,MEDIUM
54,120,1079,392,YELLOW,NORTH,10,SAFE
119,80,1505,263,GREEN,EAST,30,MEDIUM
123,100,134,687,GREEN,NORTH,70,HIGH
95,100,182,307,YELLOW,WEST,50,MEDIUM
67,100,627,708,RED,SOUTH,70,HIGH
71,110,256,297,GREEN,WEST,40,MEDIUM
77,90,369,613,YELLOW,WEST,50,MEDIUM
79,100,678,791,GREEN,NORTH,40,MEDIUM
45,120,235,216,RED,SOUTH,30,MEDIUM
44,120,1427,623,GREEN,NORTH,0,SAFE
75,120,757,195,YELLOW,NORTH,10,SAFE
96,90,1203,180,GREEN,SOUTH,30,MEDIUM
64,120,1183,337,YELLOW,SOUTH,10,SAFE
91,120,1351,447,RED,NORTH,30,MEDIUM
86,120,1191,364,YELLOW,WEST,10,SAFE
70,120,1736,356,GREEN,NORTH,0,SAFE
117,110,1813,322,GREEN,EAST,30,MEDIUM
95,80,984,124,GREEN,WEST,30,MEDIUM
118,100,759,666,YELLOW,WEST,40,MEDIUM
102,90,1355,642,GREEN,SOUTH,30,MEDIUM
46,120,1721,381,RED,NORTH,30,MEDIUM
102,120,1125,699,YELLOW,EAST,10,SAFE
90,80,1817,317,YELLOW,EAST,40,MEDIUM
129,110,1697,281,GREEN,NORTH,30,MEDIUM
86,110,1571,452,YELLOW,SOUTH,10,SAFE
86,110,1727,764,GREEN,SOUTH,0,SAFE
95,100,830,749,YELLOW,EAST,10,SAFE
92,80,596,366,GREEN,EAST,30,MEDIUM
107,110,581,342,RED,WEST,30,MEDIUM
96,80,1523,261,YELLOW,WEST,40,MEDIUM
130,80,612,539,GREEN,WEST,30,MEDIUM
70,110,1750,635,RED,WEST,30,MEDIUM
114,100,1895,770,GREEN,EAST,30,MEDIUM
69,110,386,643,GREEN,EAST,40,MEDIUM
55,90,257,663,GREEN,NORTH,40,MEDIUM
61,100,1668,374,YELLOW,SOUTH,10,SAFE
130,100,1304,523,RED,SOUTH,60,MEDIUM
70,100,1958,409,YELLOW,SOUTH,10,SAFE
112,120,1936,153,YELLOW,NORTH,10,SAFE
58,100,633,452,GREEN,NORTH,0,SAFE
71,100,1673,782,GREEN,WEST,0,SAFE
84,120,381,482,YELLOW,SOUTH,50,MEDIUM
45,100,1935,513,RED,SOUTH,30,MEDIUM
83,100,142,152,YELLOW,NORTH,50,MEDIUM
53,90,532,648,YELLOW,SOUTH,50,MEDIUM
107,80,345,726,YELLOW,EAST,80,HIGH
62,100,1448,404,YELLOW,WEST,10,SAFE
71,100,1811,238,RED,EAST,30,MEDIUM
54,80,1665,788,GREEN,NORTH,0,SAFE
96,90,1740,474,RED,SOUTH,60,MEDIUM
101,100,1763,337,YELLOW,NORTH,40,MEDIUM
111,120,1851,311,RED,SOUTH,30,MEDIUM
107,100,1216,776,GREEN,NORTH,30,MEDIUM
121,120,834,620,GREEN,SOUTH,30,MEDIUM
114,120,1821,740,RED,WEST,30,MEDIUM
47,120,1127,391,RED,EAST,30,MEDIUM
119,100,518,452,RED,WEST,60,MEDIUM
61,80,1560,222,RED,NORTH,30,MEDIUM
59,120,1745,210,GREEN,NORTH,0,SAFE
68,110,1646,148,GREEN,EAST,0,SAFE
115,90,556,422,RED,NORTH,60,MEDIUM
116,90,601,775,YELLOW,EAST,80,HIGH
61,120,1164,384,RED,SOUTH,30,MEDIUM
103,90,420,759,GREEN,EAST,70,HIGH
97,100,778,296,RED,WEST,30,MEDIUM
46,110,1446,637,GREEN,NORTH,0,SAFE
81,80,343,616,YELLOW,EAST,80,HIGH
117,100,442,220,GREEN,SOUTH,30,MEDIUM
72,90,1939,540,YELLOW,EAST,10,SAFE
71,90,599,694,GREEN,NORTH,40,MEDIUM
77,90,393,182,YELLOW,WEST,10,SAFE
59,100,1938,729,YELLOW,EAST,10,SAFE
109,80,934,230,YELLOW,EAST,40,MEDIUM
60,120,398,118,YELLOW,SOUTH,10,SAFE
108,90,1528,374,GREEN,SOUTH,30,MEDIUM
101,110,1324,527,GREEN,SOUTH,0,SAFE
68,90,1725,599,GREEN,NORTH,0,SAFE
100,110,159,300,GREEN,SOUTH,40,MEDIUM
45,120,741,446,YELLOW,SOUTH,10,SAFE
126,80,1488,420,RED,NORTH,60,MEDIUM
64,110,1363,437,GREEN,EAST,0,SAFE
68,80,395,106,YELLOW,NORTH,10,SAFE
75,100,1934,682,RED,WEST,30,MEDIUM
106,90,1526,710,YELLOW,EAST,40,MEDIUM
45,110,1572,623,YELLOW,NORTH,10,SAFE
49,120,1999,145,GREEN,WEST,0,SAFE
102,90,992,354,YELLOW,SOUTH,40,MEDIUM
91,80,1941,659,GREEN,NORTH,30,MEDIUM
128,100,905,605,GREEN,SOUTH,30,MEDIUM
86,120,1203,498,YELLOW,NORTH,10,SAFE
95,80,1255,470,YELLOW,NORTH,40,MEDIUM
130,120,565,301,RED,EAST,60,MEDIUM
117,80,1746,222,YELLOW,SOUTH,40,MEDIUM
116,80,433,382,GREEN,EAST,30,MEDIUM
70,120,1717,225,RED,NORTH,30,MEDIUM
44,110,659,350,YELLOW,EAST,10,SAFE
109,90,257,245,GREEN,EAST,30,MEDIUM
81,110,1921,321,YELLOW,SOUTH,10,SAFE
120,90,1694,302,GREEN,NORTH,30,MEDIUM
86,120,398,199,GREEN,WEST,0,SAFE
56,110,1808,358,GREEN,NORTH,0,SAFE
59,110,926,288,GREEN,WEST,0,SAFE
54,80,1010,118,GREEN,EAST,0,SAFE
100,100,139,339,GREEN,WEST,40,MEDIUM
106,90,1241,228,RED,WEST,60,MEDIUM
67,90,1160,632,RED,NORTH,30,MEDIUM
102,80,940,325,YELLOW,SOUTH,40,MEDIUM
89,120,694,678,RED,WEST,30,MEDIUM
130,120,1475,434,RED,EAST,60,MEDIUM
122,120,454,162,RED,WEST,60,MEDIUM
62,110,1926,605,RED,EAST,30,MEDIUM
63,80,1720,462,YELLOW,NORTH,10,SAFE
55,90,638,715,RED,SOUTH,70,HIGH
50,80,1774,195,RED,NORTH,30,MEDIUM
108,100,885,800,GREEN,WEST,30,MEDIUM
115,120,1803,454,YELLOW,NORTH,10,SAFE
92,100,671,317,GREEN,NORTH,0,SAFE
70,110,1870,191,GREEN,NORTH,0,SAFE
79,90,154,800,YELLOW,SOUTH,50,MEDIUM
48,100,1240,149,RED,EAST,30,MEDIUM
54,100,1930,584,YELLOW,EAST,10,SAFE
65,120,557,584,YELLOW,EAST,50,MEDIUM
85,120,1936,751,RED,WEST,30,MEDIUM
95,110,860,796,GREEN,WEST,0,SAFE
105,120,259,349,YELLOW,WEST,50,MEDIUM
125,110,700,385,GREEN,NORTH,30,MEDIUM
55,90,1653,582,RED,EAST,30,MEDIUM
122,90,443,329,RED,NORTH,60,MEDIUM
130,80,1296,642,GREEN,NORTH,30,MEDIUM
90,100,1915,764,RED,NORTH,30,MEDIUM
62,100,1028,538,GREEN,EAST,0,SAFE
120,90,1857,499,YELLOW,WEST,40,MEDIUM
102,80,1230,370,YELLOW,WEST,40,MEDIUM
102,90,1055,620,YELLOW,WEST,40,MEDIUM
63,110,404,719,YELLOW,NORTH,50,MEDIUM
61,100,1850,369,GREEN,NORTH,0,SAFE
71,80,397,594,YELLOW,SOUTH,50,MEDIUM
129,90,986,191,RED,SOUTH,60,MEDIUM
91,120,673,679,YELLOW,SOUTH,50,MEDIUM
110,80,671,632,YELLOW,WEST,40,MEDIUM
66,110,1983,759,YELLOW,SOUTH,10,SAFE
95,110,1209,706,RED,NORTH,30,MEDIUM
61,90,1284,111,YELLOW,EAST,10,SAFE
47,110,312,200,RED,NORTH,30,MEDIUM
71,80,705,622,YELLOW,EAST,10,SAFE
55,90,1325,474,RED,SOUTH,30,MEDIUM
69,110,699,726,GREEN,WEST,40,MEDIUM
89,90,409,658,RED,WEST,70,HIGH
104,90,211,745,YELLOW,EAST,80,HIGH
104,90,710,283,GREEN,NORTH,30,MEDIUM
92,90,955,389,YELLOW,WEST,40,MEDIUM
96,120,235,423,GREEN,EAST,40,MEDIUM
49,90,915,379,RED,NORTH,30,MEDIUM
43,110,922,316,YELLOW,SOUTH,10,SAFE
108,80,666,427,YELLOW,NORTH,40,MEDIUM
87,110,1451,282,RED,NORTH,30,MEDIUM
125,80,1312,637,GREEN,NORTH,30,MEDIUM
49,110,1627,542,YELLOW,SOUTH,10,SAFE
62,110,581,176,GREEN,WEST,0,SAFE
79,110,869,777,RED,SOUTH,30,MEDIUM
40,110,1953,323,GREEN,SOUTH,0,SAFE
88,120,1393,437,RED,WEST,30,MEDIUM
58,80,423,723,RED,EAST,70,HIGH
46,110,1279,630,RED,SOUTH,30,MEDIUM
127,80,855,131,GREEN,WEST,30,MEDIUM
84,110,1829,236,GREEN,EAST,0,SAFE
96,80,610,644,YELLOW,SOUTH,80,HIGH
46,120,676,232,YELLOW,NORTH,10,SAFE
57,90,1729,293,YELLOW,SOUTH,10,SAFE
119,120,1999,194,GREEN,NORTH,0,SAFE
127,90,1001,449,RED,SOUTH,60,MEDIUM
86,80,1222,154,RED,WEST,60,MEDIUM
97,120,108,742,GREEN,SOUTH,40,MEDIUM
127,100,1735,176,RED,EAST,60,MEDIUM
50,90,765,260,RED,SOUTH,30,MEDIUM
94,120,911,548,RED,WEST,30,MEDIUM
119,110,1308,462,RED,SOUTH,60,MEDIUM
40,120,935,328,YELLOW,EAST,10,SAFE
110,90,1804,706,YELLOW,EAST,40,MEDIUM
83,110,1769,502,GREEN,WEST,0,SAFE
68,120,1165,580,RED,EAST,30,MEDIUM
89,110,1327,451,RED,WEST,30,MEDIUM
76,100,1877,744,RED,WEST,30,MEDIUM
57,90,1471,639,GREEN,SOUTH,0,SAFE
98,80,422,294,GREEN,NORTH,30,MEDIUM
63,110,325,687,GREEN,SOUTH,40,MEDIUM
76,120,558,679,YELLOW,SOUTH,50,MEDIUM
127,100,1190,778,RED,NORTH,60,MEDIUM
98,90,259,698,YELLOW,NORTH,80,HIGH
88,110,416,719,YELLOW,WEST,50,MEDIUM
40,110,706,609,RED,SOUTH,30,MEDIUM
101,100,1647,570,YELLOW,EAST,40,MEDIUM
46,100,548,477,GREEN,EAST,0,SAFE
50,80,1517,151,GREEN,SOUTH,0,SAFE
118,80,1806,581,YELLOW,EAST,40,MEDIUM
57,120,389,199,RED,NORTH,30,MEDIUM
67,110,1267,783,RED,NORTH,30,MEDIUM
81,80,1057,549,YELLOW,EAST,40,MEDIUM
119,80,1523,293,YELLOW,SOUTH,40,MEDIUM
47,90,1614,599,YELLOW,EAST,10,SAFE
87,80,1816,409,GREEN,EAST,30,MEDIUM
61,90,1292,541,YELLOW,EAST,10,SAFE
63,90,1655,528,RED,NORTH,30,MEDIUM
64,120,1858,445,GREEN,SOUTH,0,SAFE
92,110,323,515,GREEN,WEST,40,MEDIUM
50,90,1092,676,GREEN,EAST,0,SAFE
69,100,275,267,RED,NORTH,30,MEDIUM
60,110,494,511,GREEN,WEST,40,MEDIUM
49,80,1040,752,RED,EAST,30,MEDIUM
118,120,991,398,GREEN,WEST,0,SAFE
122,110,979,274,RED,SOUTH,60,MEDIUM
62,110,152,496,YELLOW,EAST,50,MEDIUM
84,80,466,219,RED,EAST,60,MEDIUM
59,90,1555,532,YELLOW,WEST,10,SAFE
105,110,1631,642,RED,EAST,30,MEDIUM
62,110,1156,548,GREEN,SOUTH,0,SAFE
124,100,383,155,RED,SOUTH,60,MEDIUM
129,80,1554,461,YELLOW,NORTH,40,MEDIUM
79,80,587,334,RED,EAST,30,MEDIUM
59,120,1261,267,YELLOW,NORTH,10,SAFE
49,100,471,597,YELLOW,WEST,50,MEDIUM
109,80,510,234,GREEN,EAST,30,MEDIUM
88,120,337,769,YELLOW,SOUTH,50,MEDIUM
108,110,1236,355,RED,NORTH,30,MEDIUM
81,100,1235,399,GREEN,NORTH,0,SAFE
44,110,746,687,YELLOW,SOUTH,10,SAFE
94,80,432,253,YELLOW,SOUTH,40,MEDIUM
122,80,1647,549,GREEN,NORTH,30,MEDIUM
101,100,1079,363,GREEN,EAST,30,MEDIUM
129,90,1486,699,RED,NORTH,60,MEDIUM
